measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Singapore,Both,<5 years,Anxiety disorders,Percent,2021,0.00557828,0.015888996,0.001586476
Prevalence,Singapore,Male,15-19 years,Anxiety disorders,Number,2021,4663.831501,8084.70834,2542.502551
Prevalence,Singapore,Female,15-19 years,Anxiety disorders,Number,2021,5431.024496,10261.21076,2880.804552
Prevalence,Singapore,Both,15-19 years,Anxiety disorders,Number,2021,10094.856,18268.55825,5365.57075
Prevalence,Singapore,Male,15-19 years,Anxiety disorders,Percent,2021,0.044020757,0.073892878,0.023812129
Prevalence,Singapore,Female,15-19 years,Anxiety disorders,Percent,2021,0.054761251,0.102148095,0.029099679
Prevalence,Singapore,Both,15-19 years,Anxiety disorders,Percent,2021,0.049212222,0.086613878,0.026428547
Prevalence,Singapore,Male,20-24 years,Anxiety disorders,Number,2021,4037.003748,6227.219655,2681.633372
Prevalence,Singapore,Female,20-24 years,Anxiety disorders,Number,2021,6383.041142,9828.869283,4269.960449
Prevalence,Singapore,Both,20-24 years,Anxiety disorders,Number,2021,10420.04489,15971.32201,6960.885518
Prevalence,Singapore,Male,20-24 years,Anxiety disorders,Percent,2021,0.03421128,0.053092735,0.022625406
Prevalence,Singapore,Female,20-24 years,Anxiety disorders,Percent,2021,0.050915018,0.0779995,0.034112949
Prevalence,Singapore,Both,20-24 years,Anxiety disorders,Percent,2021,0.042815308,0.065834758,0.028791177
Prevalence,Singapore,Male,25-29 years,Anxiety disorders,Number,2021,4695.087625,7016.075198,2984.395607
Prevalence,Singapore,Female,25-29 years,Anxiety disorders,Number,2021,9261.751049,13453.30483,5998.05051
Prevalence,Singapore,Both,25-29 years,Anxiety disorders,Number,2021,13956.83867,20387.24896,8975.04813
Prevalence,Singapore,Male,25-29 years,Anxiety disorders,Percent,2021,0.028235038,0.042050632,0.017886695
Prevalence,Singapore,Female,25-29 years,Anxiety disorders,Percent,2021,0.046564481,0.067722209,0.030165694
Prevalence,Singapore,Both,25-29 years,Anxiety disorders,Percent,2021,0.038217978,0.055863908,0.024670166
Prevalence,Singapore,Male,30-34 years,Anxiety disorders,Number,2021,6054.367397,9273.69046,3788.477225
Prevalence,Singapore,Female,30-34 years,Anxiety disorders,Number,2021,10300.1033,15289.64471,6585.791278
Prevalence,Singapore,Both,30-34 years,Anxiety disorders,Number,2021,16354.47069,24546.65951,10370.6802
Prevalence,Singapore,Male,30-34 years,Anxiety disorders,Percent,2021,0.024505071,0.037630953,0.015420341
Prevalence,Singapore,Female,30-34 years,Anxiety disorders,Percent,2021,0.042118055,0.062555616,0.027003308
Prevalence,Singapore,Both,30-34 years,Anxiety disorders,Percent,2021,0.033266157,0.049978291,0.021170753
Prevalence,Singapore,Male,35-39 years,Anxiety disorders,Number,2021,5463.044843,7559.424868,3653.064197
Prevalence,Singapore,Female,35-39 years,Anxiety disorders,Number,2021,9600.447619,12965.11838,6528.79576
Prevalence,Singapore,Both,35-39 years,Anxiety disorders,Number,2021,15063.49246,20215.42274,10181.99956
Prevalence,Singapore,Male,35-39 years,Anxiety disorders,Percent,2021,0.022164513,0.030628028,0.014832042
Prevalence,Singapore,Female,35-39 years,Anxiety disorders,Percent,2021,0.038665244,0.05213108,0.026337301
Prevalence,Singapore,Both,35-39 years,Anxiety disorders,Percent,2021,0.030444996,0.040716563,0.020559671
Prevalence,Singapore,Male,40-44 years,Anxiety disorders,Number,2021,7089.16111,10211.70181,4985.481184
Prevalence,Singapore,Female,40-44 years,Anxiety disorders,Number,2021,10466.05419,14651.32289,7369.765107
Prevalence,Singapore,Both,40-44 years,Anxiety disorders,Number,2021,17555.2153,24735.78101,12444.90289
Prevalence,Singapore,Male,40-44 years,Anxiety disorders,Percent,2021,0.020603412,0.029599506,0.014468508
Prevalence,Singapore,Female,40-44 years,Anxiety disorders,Percent,2021,0.035953941,0.050208262,0.025313284
Prevalence,Singapore,Both,40-44 years,Anxiety disorders,Percent,2021,0.027638475,0.038899183,0.019654781
Prevalence,Singapore,Male,45-49 years,Anxiety disorders,Number,2021,4460.282218,6319.48702,3260.894596
Prevalence,Singapore,Female,45-49 years,Anxiety disorders,Number,2021,6838.627873,9509.585623,5034.415669
Prevalence,Singapore,Both,45-49 years,Anxiety disorders,Number,2021,11298.91009,15829.07264,8249.713269
Prevalence,Singapore,Male,45-49 years,Anxiety disorders,Percent,2021,0.019809866,0.028077691,0.014511394
Prevalence,Singapore,Female,45-49 years,Anxiety disorders,Percent,2021,0.034391278,0.047769368,0.025345045
Prevalence,Singapore,Both,45-49 years,Anxiety disorders,Percent,2021,0.026648256,0.037320185,0.019465265
Prevalence,Singapore,Male,50-54 years,Anxiety disorders,Number,2021,4365.85393,6692.676736,2895.851283
Prevalence,Singapore,Female,50-54 years,Anxiety disorders,Number,2021,6282.645221,9093.196823,4384.204664
Prevalence,Singapore,Both,50-54 years,Anxiety disorders,Number,2021,10648.49915,15437.49814,7338.93603
Prevalence,Singapore,Male,50-54 years,Anxiety disorders,Percent,2021,0.019384296,0.029695356,0.012855361
Prevalence,Singapore,Female,50-54 years,Anxiety disorders,Percent,2021,0.033601714,0.048620957,0.023462208
Prevalence,Singapore,Both,50-54 years,Anxiety disorders,Percent,2021,0.025833345,0.037454776,0.017784647
Prevalence,Singapore,Male,55-59 years,Anxiety disorders,Number,2021,3879.979989,5794.259752,2595.277317
Prevalence,Singapore,Female,55-59 years,Anxiety disorders,Number,2021,6276.434348,8973.475898,4355.560439
Prevalence,Singapore,Both,55-59 years,Anxiety disorders,Number,2021,10156.41434,14397.08647,6950.837756
Prevalence,Singapore,Male,55-59 years,Anxiety disorders,Percent,2021,0.019027772,0.028415759,0.012736365
Prevalence,Singapore,Female,55-59 years,Anxiety disorders,Percent,2021,0.032998146,0.047155293,0.022916773
Prevalence,Singapore,Both,55-59 years,Anxiety disorders,Percent,2021,0.025770048,0.036536811,0.017653732
Prevalence,Singapore,Male,All ages,Anxiety disorders,Number,2021,65308.22082,82052.2938,49158.89366
Prevalence,Singapore,Female,All ages,Anxiety disorders,Number,2021,99938.42149,121098.2109,76690.73039
Prevalence,Singapore,Both,All ages,Anxiety disorders,Number,2021,165246.6423,202664.6982,125849.624
Prevalence,Singapore,Male,All ages,Anxiety disorders,Percent,2021,0.024033244,0.030248541,0.018090727
Prevalence,Singapore,Female,All ages,Anxiety disorders,Percent,2021,0.037850113,0.045833166,0.029057867
Prevalence,Singapore,Both,All ages,Anxiety disorders,Percent,2021,0.03084237,0.03778324,0.023494331
Prevalence,Singapore,Male,5-14 years,Anxiety disorders,Number,2021,10054.08672,23403.54554,4279.377944
Prevalence,Singapore,Female,5-14 years,Anxiety disorders,Number,2021,11012.03527,25556.35495,4744.083128
Prevalence,Singapore,Both,5-14 years,Anxiety disorders,Number,2021,21066.12199,48698.0703,8942.293331
Prevalence,Singapore,Male,5-14 years,Anxiety disorders,Percent,2021,0.049838332,0.114830629,0.021053273
Prevalence,Singapore,Female,5-14 years,Anxiety disorders,Percent,2021,0.052356396,0.118351895,0.022507803
Prevalence,Singapore,Both,5-14 years,Anxiety disorders,Percent,2021,0.051123174,0.11697675,0.021702713
Prevalence,Singapore,Male,60+ years,Anxiety disorders,Number,2021,10081.36123,14753.63452,7084.190313
Prevalence,Singapore,Female,60+ years,Anxiety disorders,Number,2021,17602.65277,25000.08301,13168.93337
Prevalence,Singapore,Both,60+ years,Anxiety disorders,Number,2021,27684.014,39799.42402,20279.33773
Prevalence,Singapore,Male,60+ years,Anxiety disorders,Percent,2021,0.018481954,0.027051651,0.01298627
Prevalence,Singapore,Female,60+ years,Anxiety disorders,Percent,2021,0.031134823,0.044208949,0.023289954
Prevalence,Singapore,Both,60+ years,Anxiety disorders,Percent,2021,0.024921713,0.03582743,0.01825434
Prevalence,Republic of Korea,Male,<5 years,Depressive disorders,Number,2022,3.057414152,6.264469437,0.981585441
Prevalence,Republic of Korea,Female,<5 years,Depressive disorders,Number,2022,3.302946411,6.202393098,0.978943081
Prevalence,Republic of Korea,Both,<5 years,Depressive disorders,Number,2022,6.360360563,12.3924326,1.923934773
Prevalence,Republic of Korea,Male,<5 years,Depressive disorders,Percent,2022,5.70E-06,1.15E-05,1.81E-06
Prevalence,Republic of Korea,Female,<5 years,Depressive disorders,Percent,2022,6.28E-06,1.18E-05,1.91E-06
Prevalence,Republic of Korea,Both,<5 years,Depressive disorders,Percent,2022,5.99E-06,1.21E-05,1.83E-06
Prevalence,Republic of Korea,Male,15-19 years,Depressive disorders,Number,2022,27531.01786,33093.9581,21872.19048
Prevalence,Republic of Korea,Female,15-19 years,Depressive disorders,Number,2022,54054.9769,65948.70066,43460.95842
Prevalence,Republic of Korea,Both,15-19 years,Depressive disorders,Number,2022,81585.99476,99171.6045,64666.64495
Prevalence,Republic of Korea,Male,15-19 years,Depressive disorders,Percent,2022,0.026504277,0.031927088,0.020543314
Prevalence,Republic of Korea,Female,15-19 years,Depressive disorders,Percent,2022,0.051000383,0.062076801,0.04086741
Prevalence,Republic of Korea,Both,15-19 years,Depressive disorders,Percent,2022,0.038874441,0.047273793,0.03058971
Prevalence,Republic of Korea,Male,20-24 years,Depressive disorders,Number,2022,36031.90599,43921.11052,29426.77181
Prevalence,Republic of Korea,Female,20-24 years,Depressive disorders,Number,2022,65156.13256,78795.36419,53959.78359
Prevalence,Republic of Korea,Both,20-24 years,Depressive disorders,Number,2022,101188.0386,122764.6992,83110.20372
Prevalence,Republic of Korea,Male,20-24 years,Depressive disorders,Percent,2022,0.025678696,0.031600361,0.021031118
Prevalence,Republic of Korea,Female,20-24 years,Depressive disorders,Percent,2022,0.047156718,0.057035365,0.039090612
Prevalence,Republic of Korea,Both,20-24 years,Depressive disorders,Percent,2022,0.036333815,0.043934261,0.02984493
Prevalence,Republic of Korea,Male,25-29 years,Depressive disorders,Number,2022,44223.48284,52992.31778,36594.24582
Prevalence,Republic of Korea,Female,25-29 years,Depressive disorders,Number,2022,74933.42937,88036.78602,62564.63653
Prevalence,Republic of Korea,Both,25-29 years,Depressive disorders,Number,2022,119156.9122,141579.7885,99451.32158
Prevalence,Republic of Korea,Male,25-29 years,Depressive disorders,Percent,2022,0.025227759,0.0303607,0.02097117
Prevalence,Republic of Korea,Female,25-29 years,Depressive disorders,Percent,2022,0.045595431,0.053712652,0.038006851
Prevalence,Republic of Korea,Both,25-29 years,Depressive disorders,Percent,2022,0.035082664,0.041682501,0.029238738
Prevalence,Republic of Korea,Male,30-34 years,Depressive disorders,Number,2022,44541.05483,52862.5702,37155.73027
Prevalence,Republic of Korea,Female,30-34 years,Depressive disorders,Number,2022,71393.83467,83061.53796,59764.78019
Prevalence,Republic of Korea,Both,30-34 years,Depressive disorders,Number,2022,115934.8895,135424.6892,96858.35671
Prevalence,Republic of Korea,Male,30-34 years,Depressive disorders,Percent,2022,0.024710115,0.029403402,0.020598264
Prevalence,Republic of Korea,Female,30-34 years,Depressive disorders,Percent,2022,0.044479116,0.051831499,0.037149566
Prevalence,Republic of Korea,Both,30-34 years,Depressive disorders,Percent,2022,0.034021693,0.039823295,0.028409713
Prevalence,Republic of Korea,Male,35-39 years,Depressive disorders,Number,2022,43402.26803,51143.06651,36557.25687
Prevalence,Republic of Korea,Female,35-39 years,Depressive disorders,Number,2022,70690.09561,82642.75339,60086.22229
Prevalence,Republic of Korea,Both,35-39 years,Depressive disorders,Number,2022,114092.3636,133455.5603,96648.30355
Prevalence,Republic of Korea,Male,35-39 years,Depressive disorders,Percent,2022,0.024075969,0.028245437,0.020267237
Prevalence,Republic of Korea,Female,35-39 years,Depressive disorders,Percent,2022,0.04318744,0.050418728,0.036666252
Prevalence,Republic of Korea,Both,35-39 years,Depressive disorders,Percent,2022,0.033170732,0.038724392,0.028135444
Prevalence,Republic of Korea,Male,40-44 years,Depressive disorders,Number,2022,49408.69916,59258.71231,40328.17306
Prevalence,Republic of Korea,Female,40-44 years,Depressive disorders,Number,2022,83087.47192,98550.13893,68766.51047
Prevalence,Republic of Korea,Both,40-44 years,Depressive disorders,Number,2022,132496.1711,157080.8977,109125.5818
Prevalence,Republic of Korea,Male,40-44 years,Depressive disorders,Percent,2022,0.023371189,0.027975715,0.019117947
Prevalence,Republic of Korea,Female,40-44 years,Depressive disorders,Percent,2022,0.041777396,0.049563709,0.034534583
Prevalence,Republic of Korea,Both,40-44 years,Depressive disorders,Percent,2022,0.032293167,0.038288011,0.026577589
Prevalence,Republic of Korea,Male,45-49 years,Depressive disorders,Number,2022,47122.7751,56028.00437,39038.85595
Prevalence,Republic of Korea,Female,45-49 years,Depressive disorders,Number,2022,81514.83598,95661.22218,70030.61304
Prevalence,Republic of Korea,Both,45-49 years,Depressive disorders,Number,2022,128637.6111,151531.9981,109261.7363
Prevalence,Republic of Korea,Male,45-49 years,Depressive disorders,Percent,2022,0.022617639,0.02693255,0.018744799
Prevalence,Republic of Korea,Female,45-49 years,Depressive disorders,Percent,2022,0.04064715,0.047709612,0.034950576
Prevalence,Republic of Korea,Both,45-49 years,Depressive disorders,Percent,2022,0.03146029,0.037057273,0.026774536
Prevalence,Republic of Korea,Male,50-54 years,Depressive disorders,Number,2022,50503.71985,59529.99988,42612.62946
Prevalence,Republic of Korea,Female,50-54 years,Depressive disorders,Number,2022,90311.06958,105922.3777,77947.88538
Prevalence,Republic of Korea,Both,50-54 years,Depressive disorders,Number,2022,140814.7894,164070.1657,120707.0182
Prevalence,Republic of Korea,Male,50-54 years,Depressive disorders,Percent,2022,0.02197309,0.025908818,0.018576997
Prevalence,Republic of Korea,Female,50-54 years,Depressive disorders,Percent,2022,0.040036171,0.047008537,0.034533981
Prevalence,Republic of Korea,Both,50-54 years,Depressive disorders,Percent,2022,0.030919938,0.036012253,0.026509282
Prevalence,Republic of Korea,Male,55-59 years,Depressive disorders,Number,2022,45192.38149,54111.58958,38299.90745
Prevalence,Republic of Korea,Female,55-59 years,Depressive disorders,Number,2022,82385.28933,97055.62637,70641.26873
Prevalence,Republic of Korea,Both,55-59 years,Depressive disorders,Number,2022,127577.6708,150595.4379,109066.4787
Prevalence,Republic of Korea,Male,55-59 years,Depressive disorders,Percent,2022,0.021636959,0.025907924,0.018335535
Prevalence,Republic of Korea,Female,55-59 years,Depressive disorders,Percent,2022,0.039847327,0.046951804,0.034179795
Prevalence,Republic of Korea,Both,55-59 years,Depressive disorders,Percent,2022,0.030695813,0.036215059,0.026254997
Prevalence,Republic of Korea,Male,All ages,Depressive disorders,Number,2022,542903.3596,617414.4887,484170.2089
Prevalence,Republic of Korea,Female,All ages,Depressive disorders,Number,2022,1020403.766,1136246.082,924155.1822
Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Number,2022,1563307.126,1755553.768,1407842.998
Prevalence,Republic of Korea,Male,All ages,Depressive disorders,Percent,2022,0.021867777,0.024815133,0.019520933
Prevalence,Republic of Korea,Female,All ages,Depressive disorders,Percent,2022,0.040459801,0.045077744,0.036649112
Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2022,0.031236882,0.035074582,0.028092118
Prevalence,Republic of Korea,Male,5-14 years,Depressive disorders,Number,2022,25320.10338,33893.6039,18742.79773
Prevalence,Republic of Korea,Female,5-14 years,Depressive disorders,Number,2022,59269.27563,77422.23779,43204.69368
Prevalence,Republic of Korea,Both,5-14 years,Depressive disorders,Number,2022,84589.37901,110725.923,61747.63033
Prevalence,Republic of Korea,Male,5-14 years,Depressive disorders,Percent,2022,0.013430431,0.017775287,0.009710016
Prevalence,Republic of Korea,Female,5-14 years,Depressive disorders,Percent,2022,0.031122662,0.040360866,0.022615485
Prevalence,Republic of Korea,Both,5-14 years,Depressive disorders,Percent,2022,0.022320765,0.028921176,0.016172981
Prevalence,Republic of Korea,Male,60+ years,Depressive disorders,Number,2022,129622.8937,154061.2944,110239.2317
Prevalence,Republic of Korea,Female,60+ years,Depressive disorders,Number,2022,287604.052,333970.3228,249500.7701
Prevalence,Republic of Korea,Both,60+ years,Depressive disorders,Number,2022,417226.9456,487226.7174,359270.9711
Prevalence,Republic of Korea,Male,60+ years,Depressive disorders,Percent,2022,0.021540962,0.025600262,0.018316931
Prevalence,Republic of Korea,Female,60+ years,Depressive disorders,Percent,2022,0.040253788,0.046740679,0.034916222
Prevalence,Republic of Korea,Both,60+ years,Depressive disorders,Percent,2022,0.031698687,0.037016257,0.027293892
Prevalence,Republic of Korea,Male,<5 years,Anxiety disorders,Number,2022,3390.049848,10087.08821,967.4598746
Prevalence,Republic of Korea,Female,<5 years,Anxiety disorders,Number,2022,4425.049217,12908.15913,1286.7903
Prevalence,Republic of Korea,Both,<5 years,Anxiety disorders,Number,2022,7815.099065,22989.85717,2206.7831
Prevalence,Republic of Korea,Male,<5 years,Anxiety disorders,Percent,2022,0.006315775,0.018367707,0.001742392
Prevalence,Republic of Korea,Female,<5 years,Anxiety disorders,Percent,2022,0.008412317,0.02364438,0.002443405
Prevalence,Republic of Korea,Both,<5 years,Anxiety disorders,Percent,2022,0.007353213,0.021095353,0.002089951
Prevalence,Republic of Korea,Male,15-19 years,Anxiety disorders,Number,2022,57309.62111,96002.99533,30808.63178
Prevalence,Republic of Korea,Female,15-19 years,Anxiety disorders,Number,2022,89751.9439,143559.3436,52008.47204
Prevalence,Republic of Korea,Both,15-19 years,Anxiety disorders,Number,2022,147061.565,239107.4981,82728.2708
Prevalence,Republic of Korea,Male,15-19 years,Anxiety disorders,Percent,2022,0.055157208,0.091725375,0.030076134
Prevalence,Republic of Korea,Female,15-19 years,Anxiety disorders,Percent,2022,0.084681389,0.136028015,0.049367732
Prevalence,Republic of Korea,Both,15-19 years,Anxiety disorders,Percent,2022,0.070064431,0.113964721,0.039911727
Prevalence,Republic of Korea,Male,20-24 years,Anxiety disorders,Number,2022,61357.71904,90116.6366,42609.62867
Prevalence,Republic of Korea,Female,20-24 years,Anxiety disorders,Number,2022,108865.0837,158980.851,75561.87694
Prevalence,Republic of Korea,Both,20-24 years,Anxiety disorders,Number,2022,170222.8027,253158.9376,116771.3747
Prevalence,Republic of Korea,Male,20-24 years,Anxiety disorders,Percent,2022,0.043733408,0.064667032,0.030523134
Prevalence,Republic of Korea,Female,20-24 years,Anxiety disorders,Percent,2022,0.078791215,0.115147777,0.054749612
Prevalence,Republic of Korea,Both,20-24 years,Anxiety disorders,Percent,2022,0.061126648,0.091415705,0.041955106
Prevalence,Republic of Korea,Male,25-29 years,Anxiety disorders,Number,2022,63826.66829,93864.25609,42700.09332
Prevalence,Republic of Korea,Female,25-29 years,Anxiety disorders,Number,2022,118281.3362,169110.9872,78842.08049
Prevalence,Republic of Korea,Both,25-29 years,Anxiety disorders,Number,2022,182108.0045,262662.9573,122190.4438
Prevalence,Republic of Korea,Male,25-29 years,Anxiety disorders,Percent,2022,0.036407941,0.053309559,0.024471236
Prevalence,Republic of Korea,Female,25-29 years,Anxiety disorders,Percent,2022,0.071968107,0.102623484,0.047946433
Prevalence,Republic of Korea,Both,25-29 years,Anxiety disorders,Percent,2022,0.053613984,0.077118634,0.035937752
Prevalence,Republic of Korea,Male,30-34 years,Anxiety disorders,Number,2022,58033.48236,87228.74228,37250.85863
Prevalence,Republic of Korea,Female,30-34 years,Anxiety disorders,Number,2022,107928.2133,162859.3546,70739.59226
Prevalence,Republic of Korea,Both,30-34 years,Anxiety disorders,Number,2022,165961.6956,248849.3543,108309.3518
Prevalence,Republic of Korea,Male,30-34 years,Anxiety disorders,Percent,2022,0.032194854,0.048510841,0.020807626
Prevalence,Republic of Korea,Female,30-34 years,Anxiety disorders,Percent,2022,0.067240494,0.101616496,0.044091574
Prevalence,Republic of Korea,Both,30-34 years,Anxiety disorders,Percent,2022,0.048702163,0.073206351,0.031820156
Prevalence,Republic of Korea,Male,35-39 years,Anxiety disorders,Number,2022,53026.07446,72773.19432,35361.79232
Prevalence,Republic of Korea,Female,35-39 years,Anxiety disorders,Number,2022,103166.5932,138363.6702,70114.52222
Prevalence,Republic of Korea,Both,35-39 years,Anxiety disorders,Number,2022,156192.6676,215478.209,105476.3145
Prevalence,Republic of Korea,Male,35-39 years,Anxiety disorders,Percent,2022,0.0294153,0.040427712,0.019746761
Prevalence,Republic of Korea,Female,35-39 years,Anxiety disorders,Percent,2022,0.063028757,0.084462157,0.04291931
Prevalence,Republic of Korea,Both,35-39 years,Anxiety disorders,Percent,2022,0.045411413,0.062511889,0.030698787
Prevalence,Republic of Korea,Male,40-44 years,Anxiety disorders,Number,2022,58331.21064,83419.84987,40323.00802
Prevalence,Republic of Korea,Female,40-44 years,Anxiety disorders,Number,2022,118472.7647,167495.717,83290.49981
Prevalence,Republic of Korea,Both,40-44 years,Anxiety disorders,Number,2022,176803.9753,250471.7181,123809.5369
Prevalence,Republic of Korea,Male,40-44 years,Anxiety disorders,Percent,2022,0.02759135,0.039369814,0.019079991
Prevalence,Republic of Korea,Female,40-44 years,Anxiety disorders,Percent,2022,0.059568262,0.084063631,0.041911089
Prevalence,Republic of Korea,Both,40-44 years,Anxiety disorders,Percent,2022,0.043091532,0.061241578,0.030205966
Prevalence,Republic of Korea,Male,45-49 years,Anxiety disorders,Number,2022,55728.82879,79669.40837,40508.65736
Prevalence,Republic of Korea,Female,45-49 years,Anxiety disorders,Number,2022,115419.1663,161230.9491,85172.92844
Prevalence,Republic of Korea,Both,45-49 years,Anxiety disorders,Number,2022,171147.9951,240900.3575,125920.8718
Prevalence,Republic of Korea,Male,45-49 years,Anxiety disorders,Percent,2022,0.02674688,0.038246509,0.019520221
Prevalence,Republic of Korea,Female,45-49 years,Anxiety disorders,Percent,2022,0.057552449,0.08031848,0.042468899
Prevalence,Republic of Korea,Both,45-49 years,Anxiety disorders,Percent,2022,0.041855482,0.058893313,0.030815583
Prevalence,Republic of Korea,Male,50-54 years,Anxiety disorders,Number,2022,60617.3087,93217.12243,40207.88114
Prevalence,Republic of Korea,Female,50-54 years,Anxiety disorders,Number,2022,127073.4574,189351.5444,87692.44271
Prevalence,Republic of Korea,Both,50-54 years,Anxiety disorders,Number,2022,187690.7661,276550.7677,127900.3238
Prevalence,Republic of Korea,Male,50-54 years,Anxiety disorders,Percent,2022,0.02637325,0.040526509,0.017501223
Prevalence,Republic of Korea,Female,50-54 years,Anxiety disorders,Percent,2022,0.056332802,0.083989029,0.038876473
Prevalence,Republic of Korea,Both,50-54 years,Anxiety disorders,Percent,2022,0.041212659,0.0609065,0.028091212
Prevalence,Republic of Korea,Male,55-59 years,Anxiety disorders,Number,2022,54431.57508,81841.21993,35790.87902
Prevalence,Republic of Korea,Female,55-59 years,Anxiety disorders,Number,2022,113831.8544,167414.6655,77617.72639
Prevalence,Republic of Korea,Both,55-59 years,Anxiety disorders,Number,2022,168263.4295,241316.0216,113408.6054
Prevalence,Republic of Korea,Male,55-59 years,Anxiety disorders,Percent,2022,0.026060644,0.039188112,0.017145988
Prevalence,Republic of Korea,Female,55-59 years,Anxiety disorders,Percent,2022,0.055056658,0.080932236,0.037579303
Prevalence,Republic of Korea,Both,55-59 years,Anxiety disorders,Percent,2022,0.040485003,0.058096459,0.02730436
Prevalence,Republic of Korea,Male,All ages,Anxiety disorders,Number,2022,824944.5163,1056205.719,630949.5353
Prevalence,Republic of Korea,Female,All ages,Anxiety disorders,Number,2022,1559829.042,1901869.636,1246881.143
Prevalence,Republic of Korea,Both,All ages,Anxiety disorders,Number,2022,2384773.558,2949294.846,1878507.845
Prevalence,Republic of Korea,Male,All ages,Anxiety disorders,Percent,2022,0.033227884,0.042450945,0.025394045
Prevalence,Republic of Korea,Female,All ages,Anxiety disorders,Percent,2022,0.061846982,0.075425549,0.049494843
Prevalence,Republic of Korea,Both,All ages,Anxiety disorders,Percent,2022,0.047650095,0.058848235,0.037477477
Prevalence,Republic of Korea,Male,5-14 years,Anxiety disorders,Number,2022,142795.5643,333448.439,61099.05014
Prevalence,Republic of Korea,Female,5-14 years,Anxiety disorders,Number,2022,182555.4912,424691.1492,79062.14078
Prevalence,Republic of Korea,Both,5-14 years,Anxiety disorders,Number,2022,325351.0555,758998.297,140251.7324
Prevalence,Republic of Korea,Male,5-14 years,Anxiety disorders,Percent,2022,0.075491915,0.171096952,0.032294642
Prevalence,Republic of Korea,Female,5-14 years,Anxiety disorders,Percent,2022,0.095555946,0.219860787,0.04119604
Prevalence,Republic of Korea,Both,5-14 years,Anxiety disorders,Percent,2022,0.085572264,0.197413554,0.036929915
Prevalence,Republic of Korea,Male,60+ years,Anxiety disorders,Number,2022,156096.4137,227961.3276,107546.8419
Prevalence,Republic of Korea,Female,60+ years,Anxiety disorders,Number,2022,370058.0884,520815.4864,265593.6366
Prevalence,Republic of Korea,Both,60+ years,Anxiety disorders,Number,2022,526154.5021,751365.9659,371601.3382
Prevalence,Republic of Korea,Male,60+ years,Anxiety disorders,Percent,2022,0.025940376,0.037883417,0.017872792
Prevalence,Republic of Korea,Female,60+ years,Anxiety disorders,Percent,2022,0.051794206,0.072892403,0.037169046
Prevalence,Republic of Korea,Both,60+ years,Anxiety disorders,Percent,2022,0.039974401,0.057085658,0.028232372
Prevalence,Global,Male,<5 years,Depressive disorders,Number,2015,1243.752959,2443.717627,429.077114
Prevalence,Global,Female,<5 years,Depressive disorders,Number,2015,1326.244638,2564.681046,477.9596002
Prevalence,Global,Both,<5 years,Depressive disorders,Number,2015,2569.997597,5006.945197,860.1778963
Prevalence,Global,Male,<5 years,Depressive disorders,Percent,2015,4.13E-06,8.09E-06,1.43E-06
Prevalence,Global,Female,<5 years,Depressive disorders,Percent,2015,4.58E-06,8.78E-06,1.64E-06
Prevalence,Global,Both,<5 years,Depressive disorders,Percent,2015,4.35E-06,8.45E-06,1.45E-06
Prevalence,Global,Male,15-19 years,Depressive disorders,Number,2015,8886080.515,11203424,6525735.032
Prevalence,Global,Female,15-19 years,Depressive disorders,Number,2015,13016941.15,16253675.41,9795776.556
Prevalence,Global,Both,15-19 years,Depressive disorders,Number,2015,21903021.66,27441335.67,16324800.88
Prevalence,Global,Male,15-19 years,Depressive disorders,Percent,2015,0.030306674,0.03819785,0.022309007
Prevalence,Global,Female,15-19 years,Depressive disorders,Percent,2015,0.045152922,0.056113411,0.033976635
Prevalence,Global,Both,15-19 years,Depressive disorders,Percent,2015,0.037666861,0.047016839,0.028090551
Prevalence,Global,Male,20-24 years,Depressive disorders,Number,2015,9162880.072,11173180.9,7267084.066
Prevalence,Global,Female,20-24 years,Depressive disorders,Number,2015,13757293.39,16498231,11088014.4
Prevalence,Global,Both,20-24 years,Depressive disorders,Number,2015,22920173.47,27614590.73,18356013.46
Prevalence,Global,Male,20-24 years,Depressive disorders,Percent,2015,0.03125912,0.038054726,0.024905048
Prevalence,Global,Female,20-24 years,Depressive disorders,Percent,2015,0.046761659,0.056034686,0.037775122
Prevalence,Global,Both,20-24 years,Depressive disorders,Percent,2015,0.039024461,0.047005726,0.031348712
Prevalence,Global,Male,25-29 years,Depressive disorders,Number,2015,9618313.713,11683064.17,7669912.751
Prevalence,Global,Female,25-29 years,Depressive disorders,Number,2015,14539578.95,17309295.42,11839897.79
Prevalence,Global,Both,25-29 years,Depressive disorders,Number,2015,24157892.67,29002236.27,19530768.64
Prevalence,Global,Male,25-29 years,Depressive disorders,Percent,2015,0.032318494,0.039125838,0.025769683
Prevalence,Global,Female,25-29 years,Depressive disorders,Percent,2015,0.048427856,0.057627422,0.0394524
Prevalence,Global,Both,25-29 years,Depressive disorders,Percent,2015,0.040408436,0.048424034,0.032660831
Prevalence,Global,Male,30-34 years,Depressive disorders,Number,2015,9214850.572,11346969.45,7405200.348
Prevalence,Global,Female,30-34 years,Depressive disorders,Number,2015,13786464.99,16531329.59,11271251.52
Prevalence,Global,Both,30-34 years,Depressive disorders,Number,2015,23001315.56,27869738.88,18688010.99
